p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Znrd2	9.42424018339012e-05	0.120193811748524	0.211	0.136	1
Cops9	9.54896346472208e-05	-0.253288077385897	0.528	0.576	1
Runx2	9.77156125044034e-05	0.206246597805765	0.435	0.347	1
Fuca2	9.81835176175491e-05	0.108973751037724	0.211	0.136	1
Fam169b	9.86713590246488e-05	-0.208984639389017	0.196	0.263	1
Oaz1	9.99431803544826e-05	0.111808410798884	0.989	0.986	1
Gpr132	0.000100934805544932	0.157497883133618	0.665	0.558	1
Rcn1	0.000101350077583049	0.139846283150739	0.201	0.128	1
Lsm8	0.000102230079480043	0.146168709346146	0.564	0.467	1
Ier3	0.000104286224545515	-0.273508770214673	0.25	0.32	1
Ctsa	0.000104362137015936	0.146814320788598	0.363	0.268	1
Pgs1	0.000105777679209561	-0.166078726426141	0.196	0.262	1
Mdn1	0.000105783819413541	0.145481150473611	0.164	0.099	1
Sdhb	0.000105815986448538	0.145754336436807	0.616	0.513	1
Cast	0.000106321636530224	0.125730300097877	0.581	0.464	1
Oasl1	0.000109423942016749	-0.227684123093781	0.195	0.265	1
Iqgap1	0.000110523167275546	0.160876120364455	0.858	0.789	1
Fdx2	0.000111359474532777	0.120603187998709	0.279	0.194	1
Rassf1	0.000112225686103834	0.19828123332122	0.515	0.424	1
Hagh	0.000112995232187118	0.0638239468858269	0.169	0.099	1
Chchd2	0.000113157579179101	0.111132794496066	0.956	0.948	1
Grasp	0.000114404962633493	0.0990898318287886	0.155	0.091	1
Zfp654	0.00011446186656137	-0.211346408737011	0.133	0.192	1
Eva1b	0.000116068295236648	0.210854757584099	0.35	0.265	1
Vamp7	0.000116950450068059	0.0880282631729815	0.197	0.123	1
Atp1b3	0.000117268127210253	0.179130730945242	0.657	0.573	1
Atp2b4	0.00011794466961917	0.144843310503987	0.481	0.379	1
Nip7	0.000118703835439244	0.141346804192344	0.325	0.237	1
Ccz1	0.000120585636763203	0.178851037508194	0.347	0.26	1
Ide	0.000120772980978803	0.154237463945979	0.376	0.282	1
Cct8	0.000124314265433319	0.197178169026908	0.626	0.569	1
Phf20l1	0.00012520786384965	0.197579040170961	0.579	0.487	1
Atp5g3	0.000126131476259771	0.175421727378038	0.745	0.685	1
Nubp1	0.000127408537329953	0.18439330632883	0.396	0.308	1
Tusc2	0.000127502539196297	0.101490821088644	0.156	0.091	1
Gpr160	0.000128120857136743	0.102215445392697	0.124	0.068	1
Soat1	0.000128159418755668	0.104468567924318	0.2	0.128	1
Zfp52	0.000129156318825294	0.129284876366114	0.247	0.166	1
Vegfa	0.00013096278660888	0.25299064609286	0.16	0.099	1
Ly6c2	0.000131965377502336	-0.40991889860841	0.778	0.811	1
Tmem168	0.000132937594256883	0.123531336765913	0.26	0.18	1
Sh3gl1	0.000133014265029169	-0.270949977596021	0.378	0.435	1
Dld	0.000133296021583012	0.182272078210753	0.267	0.191	1
Cop1	0.000133757153165797	0.151970149908383	0.251	0.172	1
Zfp451	0.00013500385088704	0.145141339938196	0.272	0.186	1
Tnfsf11	0.000135120586611715	0.383411603656219	0.136	0.079	1
Man2b1	0.000136364806163709	0.14233023407631	0.398	0.303	1
Rab3gap1	0.000139537304778459	0.127389161982763	0.269	0.189	1
Tmed9	0.000140423096567487	0.148905774268332	0.771	0.718	1
Nop14	0.000141392142678256	0.176947693040246	0.264	0.185	1
Asxl2	0.000143278778674604	-0.220535766469051	0.292	0.358	1
Pex2	0.000144813672253537	0.121020234349168	0.181	0.114	1
Cst3	0.000145045105504787	0.203191816884756	0.759	0.703	1
Mrps33	0.000147451576308146	0.147260178581233	0.522	0.427	1
Gsdmd	0.000147793984757388	-0.240870523917578	0.221	0.282	1
Gabarapl1	0.00014885910496295	0.115793351558886	0.197	0.128	1
Mthfd1l	0.000149097209834607	0.109510695072631	0.127	0.071	1
H2.Q4	0.000149502568308217	-0.217052564282161	0.785	0.797	1
Lats2	0.000150995892687577	0.181117768530174	0.233	0.158	1
Syf2	0.00015150654166871	-0.194122511250362	0.725	0.767	1
Mrpl23	0.000151662346826106	0.188099364829479	0.522	0.429	1
Pcmt1	0.000152080132427492	0.174095718507288	0.471	0.377	1
Trmt6	0.000153441508074882	0.0865596047493012	0.193	0.123	1
Bop1	0.000153758510181877	0.148603082927583	0.154	0.095	1
Ndufb6	0.000153869558237936	0.17669819706312	0.55	0.467	1
Ankrd17	0.000153889182257791	0.178922453968198	0.552	0.451	1
Dnajc10	0.000158508229603468	0.104194137881845	0.141	0.082	1
H2.M3	0.000159649547548709	-0.222561306509538	0.475	0.528	1
Phactr2	0.000160447096050064	0.0836557037207417	0.108	0.055	1
Lmnb1	0.00016264795584535	-0.25463538960882	0.573	0.626	1
Noc2l	0.000165512421483694	0.0972346025406742	0.233	0.156	1
Mast3	0.000166083841406775	-0.189721039656803	0.137	0.196	1
Golgb1	0.000168123309211612	0.138593364703369	0.261	0.178	1
Spopl	0.000168367655685242	0.166931613986432	0.22	0.148	1
Ier5l	0.00016879926315798	0.146083826128876	0.38	0.284	1
B2m	0.000171714554798023	-0.0756922490327474	0.999	0.998	1
X1700123O20Rik	0.00017172519441371	0.132162964321511	0.379	0.285	1
Hnrnpdl	0.000175351868724356	-0.19989565923558	0.684	0.702	1
Epb41	0.000176334110301696	0.200477759580683	0.483	0.391	1
Ahr	0.000177356808950698	-0.130002782692217	0.094	0.148	1
Actr1b	0.000179330569790726	0.172833441030573	0.338	0.256	1
Traf1	0.000179797535029176	0.0684815136541816	0.792	0.722	1
Cd3d	0.000180190728472923	0.141008384786323	0.953	0.962	1
Klra7	0.000183809062726969	0.298348228447172	0.213	0.14	1
X2310001H17Rik	0.000185560267288736	-0.189465214353582	0.165	0.229	1
Rcl1	0.000186229916988838	0.0983879560101303	0.13	0.073	1
Cad	0.000186508864155725	0.0867283857268946	0.108	0.057	1
Lin37	0.000186583980803432	-0.19803664237178	0.161	0.219	1
Dnajc13	0.000187661507577347	0.142344870345926	0.202	0.131	1
Trbc2	0.000189931461230426	-0.160091327089616	0.974	0.975	1
Id3	0.000189995924686383	-0.37438187458194	0.199	0.263	1
Rpn2	0.000190999620068875	0.172391075898376	0.475	0.38	1
Pop4	0.000192182677602146	0.13860506522658	0.226	0.155	1
Bri3bp	0.000192931764607412	0.0943376822895522	0.179	0.112	1
Aff1	0.000193326740036426	0.192594690811057	0.211	0.142	1
Anxa11	0.000194396661501773	0.116371953578159	0.344	0.254	1
Ext2	0.000194788930138932	0.088112626904697	0.133	0.076	1
Ddx10	0.000196210279847737	0.120688959560701	0.264	0.185	1
Tap2	0.000196296240539012	-0.194079428120122	0.614	0.65	1
Hprt	0.000197196585540481	0.188260983084411	0.638	0.546	1
Agpat2	0.000197263946138783	0.10079178812745	0.114	0.062	1
Huwe1	0.00019817922997689	0.141837512656067	0.469	0.366	1
Svbp	0.000198944061416074	-0.232953672810392	0.448	0.506	1
Drg1	0.000199255941535033	0.158102314537288	0.31	0.227	1
Hspe1	0.000199480990777809	-0.338394773834193	0.56	0.59	1
Slc45a4	0.000200429461469459	0.105094474871202	0.123	0.068	1
Map1lc3b	0.0002018182208288	0.188647386868311	0.894	0.866	1
Smarcc1	0.000202272341074426	0.127596376409417	0.242	0.167	1
Myo1e	0.000202587283149323	0.1157950577585	0.186	0.12	1
Arf6	0.000203076777225573	-0.164248749370687	0.677	0.707	1
Keap1	0.000205817375700027	-0.241546089827343	0.23	0.289	1
E330009J07Rik	0.000205833387961391	0.0689987628613523	0.131	0.074	1
Tmem33	0.000206923447869069	0.163010776926396	0.382	0.293	1
C87436	0.000211487356447661	-0.205123987672798	0.154	0.213	1
Gusb	0.00021220447202266	0.0946296432530359	0.172	0.106	1
Evl	0.000212230097876906	-0.235930787877833	0.467	0.525	1
Hivep1	0.000215047336851077	0.127049578686903	0.256	0.177	1
Rb1cc1	0.000217328663428173	0.208458246921232	0.463	0.372	1
Cltc	0.00022055053833148	0.138855386194083	0.465	0.366	1
Gfod1	0.00022135427242802	0.166363624305878	0.25	0.175	1
Tsr1	0.000221719216364675	0.11142891255076	0.125	0.071	1
Gm15472	0.000222990953864683	-0.220034036518704	0.324	0.386	1
Ppme1	0.000223362085098545	0.110767902394982	0.221	0.148	1
Naca	0.000224539619800265	0.0996851162310097	0.981	0.979	1
Selenoi	0.000224935915278878	0.126579080171328	0.222	0.15	1
H2.T23	0.000225242021787068	-0.153281751742475	0.886	0.899	1
Il7r	0.000225721095249782	-0.175286986237031	0.442	0.326	1
Zfp263	0.000225882727696997	0.088568518961454	0.205	0.132	1
Nfatc3	0.000226783693686374	-0.201654915803171	0.363	0.424	1
Mgat5	0.000228348942635901	0.167311733910648	0.202	0.134	1
Zc3hav1	0.000228867741627787	0.176663594926208	0.836	0.773	1
Emc6	0.000228933238905017	0.16484114013278	0.519	0.426	1
Hnrnpd	0.000229063004228957	-0.222014087309831	0.589	0.631	1
Gls	0.000231220141604672	0.185116850879828	0.692	0.596	1
Hars	0.000233173340558269	0.151266687941579	0.274	0.197	1
Flnb	0.000234551556268283	0.133460669366733	0.107	0.057	1
Pcyt1a	0.000234980865371389	0.154581722957153	0.198	0.131	1
Arhgap9	0.000235728435366074	-0.196333894416204	0.514	0.573	1
Fam32a	0.000237573678592868	0.145549027386568	0.481	0.38	1
Cerk	0.000237913734222919	0.14239588504589	0.228	0.156	1
Rgs16	0.000238235608047872	-0.0172073685501286	0.64	0.521	1
Rnf170	0.000238385991171366	0.0889889622735168	0.107	0.057	1
Rdh14	0.000239055767232067	0.0847249878627575	0.114	0.062	1
Vps37b	0.000239838005216522	0.185011787660953	0.979	0.968	1
Serpina3f	0.000241554047324447	-0.157862400412709	0.112	0.164	1
Hsh2d	0.000242795947137113	-0.197256710308694	0.115	0.167	1
Gcnt1	0.000245034958854374	0.100557603301155	0.124	0.069	1
Lgals3	0.000251353193031538	0.397168793278812	0.731	0.694	1
Csnk1g3	0.000252086920997937	0.14274541199677	0.311	0.227	1
Eipr1	0.00025214497156716	0.130121879827012	0.218	0.147	1
Efr3a	0.000252956334212838	0.216388016228355	0.422	0.334	1
Arl6ip4	0.000253736653398949	0.129525934435447	0.332	0.248	1
Brwd1	0.000254085550031107	0.182383158722587	0.218	0.15	1
Vamp8	0.000254113626612378	-0.217111835610207	0.651	0.711	1
Slc9a8	0.000254471081699666	0.13318530019395	0.142	0.085	1
Map4k2	0.000256810027018283	-0.183433163519748	0.208	0.268	1
Fcgr1	0.000263178570620729	-0.199103694540458	0.114	0.169	1
Srprb	0.000263933175073542	0.127740730897089	0.192	0.126	1
Gpr174	0.000265439719779862	-0.210191702453219	0.22	0.278	1
Ccdc47	0.00027041008116755	0.149005084061018	0.281	0.203	1
Cisd1	0.00027084488341349	0.138025417030282	0.294	0.216	1
Cnnm4	0.000271261854951934	0.150876833824645	0.138	0.084	1
Mak16	0.000272018259985482	0.178860143702102	0.308	0.227	1
Bin2	0.000272652223021691	-0.242295675074446	0.403	0.462	1
Tuba1a	0.00027549304314698	0.235615838372942	0.574	0.491	1
Panx1	0.000275773882247363	0.144351457421003	0.268	0.191	1
Ccng2	0.000278411673655169	-0.160234176005786	0.196	0.263	1
Calhm6	0.000282408157270681	-0.187501898150507	0.18	0.241	1
Rassf5	0.000285748595848708	-0.149746167378756	0.377	0.445	1
Krit1	0.000286621128697408	0.150577710261439	0.606	0.505	1
Abl1	0.000287156374006493	0.12561735092509	0.146	0.088	1
Cdk13	0.000287429794755719	0.188573190660913	0.353	0.271	1
Ctnna1	0.000289520043987211	0.0865929211358326	0.226	0.151	1
Ddx21	0.000290423158587352	0.193356093065444	0.415	0.333	1
Scarb2	0.000292593531502533	0.157733094041301	0.24	0.169	1
Pon2	0.000293473124150986	0.113078875419839	0.368	0.276	1
Twf1	0.000294995603895854	0.109979269314232	0.262	0.183	1
Cd86	0.000295735901072036	-0.312742854172018	0.261	0.32	1
Abhd5	0.000296264762761109	0.0940467923321834	0.137	0.08	1
Aopep	0.000299623289624037	-0.296739092399067	0.527	0.555	1
Snrpb	0.000301745943753755	0.144521403471799	0.822	0.771	1
Snhg8	0.000302678456412348	-0.231018778291222	0.524	0.566	1
A430093F15Rik	0.000302767923770528	-0.258522703319146	0.165	0.222	1
Ralgps2	0.000304288018611345	-0.120624392637618	0.059	0.101	1
Son	0.000306206551792244	-0.176782912371513	0.806	0.838	1
Hmgn5	0.000308611839778515	0.136228500243532	0.324	0.238	1
Josd2	0.0003096611280056	0.0880542509155978	0.255	0.177	1
Ints6	0.0003098858015189	0.189946961421831	0.222	0.155	1
Far1	0.000310106432064189	0.130033572622146	0.287	0.208	1
Cyp51	0.000319259919618631	0.168752248448461	0.206	0.137	1
Tent5a	0.000319767246982052	0.337293311037859	0.393	0.326	1
Lrrk1	0.000320542078657444	0.0850561734120148	0.217	0.145	1
Ppat	0.00032157564664865	0.123783317789036	0.187	0.123	1
Perp	0.000324495694999422	0.111001454599377	0.136	0.08	1
Itfg2	0.000325007659179025	0.0921008210206568	0.135	0.079	1
Sytl2	0.000327599669470333	0.175598979682357	0.281	0.205	1
Pitpnb	0.000332956471262899	0.0510331951184104	0.32	0.232	1
Klf4	0.000335075002902564	0.0220713244801893	0.36	0.274	1
Rptor	0.000335700089345096	0.101920881329346	0.204	0.136	1
Mrpl45	0.000336178153643026	0.13559913486746	0.181	0.118	1
Myl12a	0.000341182992499328	0.119094616224323	0.923	0.897	1
Mgat2	0.000342255247304511	0.155551791600848	0.379	0.292	1
B9d2	0.000343511053459253	0.11657776579579	0.297	0.216	1
Eif3a	0.000347013823296812	0.146267246456993	0.741	0.669	1
Rnf34	0.000351689340208086	0.152314983211725	0.248	0.175	1
Snx2	0.000351690044651857	-0.271746675366845	0.34	0.396	1
Klhl24	0.000353126816565944	-0.192236347180808	0.352	0.421	1
Osbpl8	0.000353152753917066	0.163224624815851	0.299	0.222	1
Anapc7	0.000355258910597174	0.124599331606929	0.154	0.098	1
Ube2s	0.000355261130823724	0.0757814619992221	0.853	0.784	1
Mthfsl	0.000356085217224875	-0.119259720124045	0.105	0.158	1
Mapkapk3	0.000359670144753277	0.168062353497689	0.568	0.47	1
Trim59	0.000361296340018716	-0.247114018853152	0.192	0.246	1
Twf2	0.000362734276677215	-0.170350188078146	0.296	0.363	1
Clec4e	0.000363724940663956	-0.272747124361131	0.104	0.153	1
Lsm1	0.000365285595392816	0.137220361613671	0.38	0.289	1
Prelid1	0.000367360721551256	0.139585216224736	0.724	0.67	1
Dcaf10	0.000368763299679226	0.0713624675554625	0.147	0.088	1
Pdcd6	0.00036882399153903	0.173661045910846	0.671	0.587	1
Mier3	0.000378300732045877	0.0863687693546442	0.103	0.055	1
Naxe	0.000385487876453965	0.144040588695354	0.315	0.232	1
Abcb1b	0.000385714169926481	0.12269371351038	0.271	0.191	1
Ergic3	0.000393272725671677	0.068796807017353	0.381	0.284	1
Map3k1	0.000393285744272888	0.162572402452002	0.433	0.345	1
Ube2z	0.000399134103802959	0.149854849538661	0.233	0.164	1
Rabggtb	0.000404230991347721	-0.226722888399192	0.285	0.339	1
Mrps15	0.000405870102119078	0.147864670172862	0.416	0.33	1
Slc25a39	0.00040645929894913	0.0998008838013539	0.262	0.186	1
Lamc1	0.000407917318132629	0.105368486429755	0.12	0.068	1
Setbp1	0.000414082942920974	0.119594534386574	0.149	0.093	1
Mrto4	0.000415325337227194	0.149242695586391	0.278	0.205	1
G3bp1	0.000418610954920695	0.201636151205957	0.641	0.568	1
Thap12	0.000419577629779504	0.156573200054156	0.266	0.192	1
Ctr9	0.000419740015385768	0.134786873545096	0.21	0.144	1
Ube2i	0.000427938895857968	0.112703712022265	0.876	0.814	1
Dpy19l3	0.000430669244604238	-0.148082525541371	0.077	0.121	1
Prc1	0.000432363165721616	-0.260275981618675	0.121	0.17	1
Isyna1	0.000433421888170075	0.0931803107971802	0.236	0.162	1
Ly6a	0.00043677822155161	-0.274501082584024	0.809	0.834	1
Sfxn1	0.000437490329810919	0.115193517447201	0.222	0.153	1
Dnlz	0.000439159584455128	0.117308890079771	0.232	0.162	1
Rnf6	0.000447344926576803	0.128941229401959	0.376	0.289	1
Tmem42	0.000449301835642004	0.0996728635909744	0.115	0.066	1
Sugt1	0.000450843417869224	0.179454701518691	0.62	0.555	1
Rcbtb2	0.000453799130241495	-0.217473641963908	0.176	0.233	1
Taf11	0.000455776707142144	0.121467124137925	0.328	0.24	1
Wls	0.000457977573215346	0.121703020656392	0.227	0.158	1
Spata2	0.00045981535683583	0.101263716265014	0.177	0.115	1
H2.Ke6	0.00046258783099126	0.12993568390065	0.241	0.17	1
Cirbp	0.000464967025009978	0.225046925764594	0.607	0.522	1
Efhd2	0.000467513727493924	0.161636645312258	0.608	0.519	1
Dus1l	0.000474621127892332	0.0894932927823399	0.154	0.096	1
Adam8	0.000476376483654777	0.167137293732164	0.245	0.177	1
Hsd17b12	0.000482028746402172	0.117110519658951	0.287	0.211	1
Fcgr3	0.000485073177499452	-0.176368562722821	0.066	0.107	1
Ankrd12	0.000485949851158825	0.266716114696945	0.521	0.435	1
C1d	0.000491908760459803	0.127077456804422	0.342	0.256	1
Gimap5	0.000492367221514344	-0.236516632784874	0.653	0.696	1
Rad18	0.000493549233925196	0.11056414639762	0.14	0.085	1
Morrbid	0.000499828088210324	-0.135280103452474	0.114	0.166	1
Pafah1b3	0.000503700381362733	0.128648686377194	0.211	0.145	1
Eid1	0.00050589467997739	0.132000571575167	0.27	0.194	1
Parp9	0.000506455874812296	-0.186185258558962	0.375	0.446	1
Mier1	0.000506569900766657	0.148242633154703	0.674	0.584	1
Ms4a4c	0.000514044342043331	-0.409310448000713	0.58	0.585	1
Prrc2a	0.000514621982369054	0.148635801279154	0.415	0.326	1
Eea1	0.000517402385942194	0.191767270879983	0.297	0.227	1
Mlf2	0.000523450455842125	0.114605437506498	0.395	0.306	1
Fkbp2	0.000527326928709246	0.157429944382851	0.35	0.271	1
Srrt	0.000530741729305266	0.146380710564194	0.307	0.229	1
Ppa2	0.000532563818033846	0.087442643420767	0.155	0.096	1
Cul5	0.000532645949654841	0.156986606945708	0.193	0.131	1
Galnt1	0.000534962911903267	0.133803326026382	0.351	0.271	1
Ptdss1	0.00053583721341641	0.119027818688651	0.16	0.101	1
Pdcd7	0.000537801403031505	0.0989480801177534	0.181	0.118	1
Cish	0.000544836473787522	0.183407657112382	0.732	0.674	1
Dip2b	0.000546014850109556	0.0854827239733403	0.244	0.17	1
Hnrnph1	0.000553814246532354	0.185984480631192	0.647	0.552	1
Hsd17b10	0.000554843229625026	0.153613989913981	0.419	0.333	1
Slu7	0.000555694076918082	0.129714471097042	0.438	0.345	1
Mrps9	0.000556697973043227	0.141573501729864	0.278	0.203	1
Arpc1a	0.000557356324523952	0.0954918567467724	0.443	0.352	1
Wsb1	0.000559241666034358	0.163567738670778	0.582	0.491	1
Ptp4a2	0.000566701098100154	0.110435693964986	0.875	0.839	1
Nsun4	0.000568397489025646	0.0899420449566846	0.128	0.076	1
Fam76a	0.000569160384690488	0.113881048868579	0.293	0.216	1
Ino80c	0.000569924374577143	0.115893213667831	0.165	0.107	1
Zyg11b	0.000572250331118764	0.0798741652099346	0.292	0.213	1
Runx2os1	0.000575866506356019	0.0551536095148502	0.102	0.055	1
Cstf3	0.000577655349602322	0.0743289463453248	0.179	0.115	1
Camk2n1	0.000580650442003172	0.19857439521567	0.302	0.226	1
Mesd	0.000590018426519821	0.0870434168264488	0.138	0.085	1
Sel1l	0.000592798299713106	0.137713979802228	0.182	0.121	1
Pithd1	0.000593332027985631	0.110087399177539	0.176	0.115	1
Elovl1	0.00059370072682529	0.146169328474623	0.282	0.208	1
Fam98b	0.000594211630243701	0.0816589431809356	0.183	0.12	1
Slc25a17	0.000597753559258251	0.144146261944115	0.216	0.151	1
Stat4	0.000599315944023062	0.178925649394844	0.688	0.615	1
Tbc1d23	0.000611089542345497	0.117120649009904	0.147	0.091	1
Klra6	0.000615293160740279	0.25688617445406	0.123	0.074	1
Tex30	0.000616845663440379	0.171241100047543	0.28	0.208	1
Nup98	0.000619486161936922	0.153623178714117	0.464	0.375	1
Gbe1	0.000622196924943313	0.0923289665990791	0.131	0.079	1
Psenen	0.000622663709487857	-0.165628936487174	0.711	0.746	1
Pold4	0.000625561474690911	0.157797863383679	0.485	0.39	1
Rars	0.000626081095392112	0.123453630581851	0.279	0.203	1
Nop56	0.000627032077821953	0.18426155024574	0.546	0.473	1
Cd8b1	0.000627110168406914	0.105062076229453	0.524	0.415	1
X5430427O19Rik	0.000630245205957058	-0.155505110256248	0.084	0.129	1
Gbp8	0.00063404960345017	-0.27968228981926	0.222	0.278	1
Man1a2	0.00063470958264617	0.157731410130573	0.317	0.24	1
Acsl4	0.000637715232045667	0.105977944497828	0.271	0.194	1
Hadhb	0.00064420605005684	0.160931301215429	0.463	0.379	1
Samd9l	0.000650246792263204	-0.126102661682724	0.579	0.64	1
Irf9	0.000658483576424426	-0.210416762100913	0.414	0.473	1
Gnas	0.000659561100981523	-0.154206080515734	0.963	0.961	1
Ociad1	0.000669531518211575	0.156569637756692	0.549	0.454	1
Atp5c1	0.000669589117603607	0.127119271371246	0.835	0.789	1
Mdh2	0.000670564290046625	0.120672907653856	0.694	0.612	1
Htatsf1	0.00067698904398444	0.140234791587277	0.21	0.145	1
Cnpy2	0.000681293697447462	0.08667125140163	0.231	0.161	1
Ift20	0.000686934437803636	0.0654423951075579	0.428	0.328	1
Prmt7	0.000686976836884053	0.104602289506679	0.108	0.062	1
Lman2	0.000689297196760017	0.162556834351016	0.628	0.55	1
Ulk1	0.000691332551329984	0.0937644216064415	0.124	0.074	1
Tbcb	0.000692280816819776	0.147654201306453	0.521	0.432	1
Wdr5	0.000693112632087601	0.0919597980642357	0.138	0.085	1
Kcnk7	0.000694824677927933	0.0680414004865299	0.113	0.065	1
Hmces	0.000696245385163424	0.152206571810566	0.269	0.199	1
Uso1	0.00069737809531967	0.0891825138015033	0.204	0.137	1
Nt5c3	0.000703835700874616	-0.227366006043874	0.324	0.38	1
Mtmr3	0.000704318607130318	-0.164701875945707	0.168	0.226	1
Atp6v1b2	0.000705529201533083	0.10611292941036	0.255	0.183	1
Stat5a	0.00070755298617491	0.176542250999419	0.229	0.166	1
Krt83	0.000714210691763254	-0.301574681276859	0.17	0.226	1
Slc7a6	0.00072739894489716	0.117357256432337	0.103	0.058	1
